messages,Training_Testing
Ok thanks.,0
"I heard about a guy who was trippin and jumped out of a 5th story window, thought he could fly",0
Dam that is a lot of adjusting how do u not make it look like a mess of lines just spread it out?,0
Out,0
K someone was in my driveway haha,0
Incoming,0
Hey cindy I'm here in town. I'm here in wrigleyville for the nite,0
"Yes, lines form inside then stores. They have signs up that say, line forms here. Last year they did not say which line was for what item. So you should ask before standing in a line.",0
I come out there once in a while due to gas prices and didnt come early hope i did not a fend you if you dont want me at your home i wont come again love dad,0
In Chicago,0
yeah? What about a rock?,0
"Hey Lucy,",0
Tomorrow,0
Wanna swing by? I'm bringing back a pizza?,0
Aight,0
Well thats good. Mines going by slow  Im so sleepy (tranqs don't help). I miss u so much.,0
I head back on wednesday.Ok thanks I will let Jack know. Love u,0
Of course beer,0
"A rather short one, for i am amidst many, many finals...",0
Molly Henderson commented on your status:,0
Ok,0
"Now, i have to look at other file layouts for weka so i know if we have cleanup to do. I did notice that if I manually crop our photos, we can get down to 117 features.",0
Heading that way soon.,0
How did the bullet work for you?,0
Susie Leffner commented on your status:,0
K,0
Crap,0
Care if me and boyfriend come over ???,0
"(RE:)4 wat its worth sorry, sorry 4 brkn tha pact  n 4real thanx 4 bein grown wit all this   ",0
Yes  I didnt ask about that.  U r probably right.,0
Cool. Meeting Carl up b4 class to go over math for exam,0
Tim Schreibersen commented on your status:,0
"That would be sweet!!! I am leading along with Sarah this time, and my room mate tim will be on electric so it will rock!!",0
Do u guys have anything going on over there? Any beer or reefer anything?,0
"No luck with firefox, am running malware bytes",0
"Smith's, sorry.",0
wanna go horse riding later?,0
Tomg and I were wondering if you were still planning on ordering the free pizza today?,0
No prob. Hope ur evening is going well.,0
Hl,0
my man,0
Are we still meeting today?,0
Sorry to bother you did u find out whats gng on tmrrw,0
Ok give me a call.,0
Ur early,0
Cool man,0
(RE:)Hey wat thme do u git off b,0
Ok. Bob is mia as well.,0
Do you know if she is on class?,0
Thanks for breakfast!!! :),0
Sorry to hear.,0
Anything going on tonight?,0
They've got some new beers there! :),0
Lol,0
"MichelleKing asked about your camper tonight on fb. She wanted to know the size, year, and model. Any info you want me to pass along.",0
Wanna meet up at our place?,0
So call ASAP,0
Yes lunch would be great!,0
How long do you think it'll take you?,0
Im parked in the middle lane in front of Stracks. In a Red camero ,0
We're on michigan at panera lol :),0
U still down for grappling?,0
Edit the objects and set them all to free,0
I bet how sad. I didnt no they had another brother ,0
U got any plans later tonight?,0
Love that face,0
Can you tell me if the case you went to work on today involved a 27 year old man (approx) by the name of John Doe. I promise jot to ask anything more.,0
How so?,0
Hey I called Lavo NO SHORTS.... JEANS ARE OK....PLEASE. let me know you read this....,0
Aww i love u soo much n yes i am goin str8 home babygurl nick drove n his wifey got him on lock so ill b thinkn off u till i can hold u,0
"(2/3)with you, you are more than welcome to. We will be back out tomorrow after we have the Honda looked at because I have a party at 3 in Naperville. We were",0
On our way to the smoke shop.,0
they dont develope this overnight and they should have been washed after going in the pool. They wont be able to go next time.,0
K,0
"Perfect, wanna go to three brothers again?",0
"No man, I quit. No more herb for me.",0
Ok.,0
It worked lol,0
"No. There is a problem with vmfusion accepting vm's from network. I may have to upgrade you to vmfusion. In the meantime, it's 4:20Ä",0
No word from Michael yet,0
Not gonna make it,0
Going to say goodnight so you can spend some time with your man. Love you both very much.,0
We'll see ,0
You wanna go to three brothers on your way back?,0
Outgoing,0
Lol and  the same for you. Bill's a good friend.,0
I gota good one :),0
"Help. I need the administrator password on you gateway. If you use any other account to log in, send me that too.",0
Whatever they are selling is the fastest you can get,0
Ok. we are on our way out that way. we are going to Chicago so i'm not sure if we are stopping by before or after.,0
Dnt have much mney ,0
Eye is still itchy.,0
Prof is in her office.,0
Dang for real,0
"K not sure if we r going later yet, depends on weather",0
We will head that direction soon.,0
Skyview,0
Error Invalid Number. Please re-send using a valid 10 digit mobile number or valid short code. Is this the correct spelling for darlae?,0
"Ok. Seems like i am doing more these days.like two weeks in a row minus the matresses, i have done trash and today again like the last three times, i did the cat boxes.",0
Ok,0
I got nose candy for weekend,0
Is timew out and safe?,0
Ok. Text or call me when you get here.,0
I have no money for a party. I am a poor grad student.,0
 is still a couple years old).,0
Gas,0
You free thurs?,0
I'll be there in five minutes,0
About another 2 1/2 hours away,0
No worries school sent me an email to apply for this position and I just did. Thanks.,0
I'm trying to start tutoring my 15 yr old nephew in the art of dealing. Mind if I give him a field trip out to ur work sometime?,0
"Lol but its Halloween, that means its ok! ;)",0
Dogs are on their way!!!!!,0
"Sweet! I am not sure, it'd probably be around 7ish, so yeah whatever you guys can work out. :)",0
"What do the rest of our faculty have, version wise?",0
"I am not sure I understand completely, you will let me know if they can this weekend or not this weekend but maybe later?",0
Hey man you got that dro?,0
"jim, the assect folder is in the faculty folder on server",0
Kewl,0
Afraid you will call child protective services on joseph?,0
Awww bummer! What about the 28th? Would you be around then?,0
"Me too, I'm near the corner of Jackson and Dearborn ",0
Yes driving now,0
I want my son to help collect onmoney owed me.at same time help with end thoughts?,0
Make up some excuse to get them moving.,0
In some lasts house talking about contractors remoldeling her house.,0
Then I have no idea ma... that's why I tell him to put games back in the cases,0
Lol thx,0
It is not till next weekend,0
Sorry. Kids haven't been behaving and we have to go out to wrigleyville tomorrow,0
"Dude, I'd totally take you up on that, but I am going to bbq in cp around 4, but another night for sure!!",0
Change it to temp pw then give me it,0
Thanks cindy.,0
Thank you for tonight=i love you so much.  Looking forward to Sunday!  lucy,0
In,0
You suck lol you are so mean. That's ok we had steak ha ha,0
or I could grabbed the cans first and went back for the mattress...and like I said...I keep forgetting the cat box and I'm sorry,0
Huh?,0
Yes,0
jim did give me permission to work with you. I will come by after the meeting if you still need me to.,0
Ok,0
You are not wanted you tinder the.pic but I guess it did not work.out?,0
"Kewl, u2",0
"I am in. No data loss. Who is your favorite sister? Yes, me.",0
K,0
(2/2)I wasn't sure if they could exchange one piece or would need to do them all??,0
You can say that again!,0
Good should be a easy fix:-P,0
Incoming,0
"Do you think your van can make it down to near Elgin? And, would you be willing to drive?",0
In the dinning room.,0
"did he catch u wit a roach or a bunch of sticks, or worse?",0
sorry thanks,0
I emailed code btw,0
And to you.,0
"I heard that skag mighta been laced with something, like maybe PCP",0
chicago?,0
"Yeah later tho, prolly after 7. amber is gonna make a BambiLoaf",0
Ok. I am late as well. My mom is having some health issues as well.,0
7735551212,0
Ok thank you!!,0
Just got the meeting invite from bob young.  How did it go?,0
Late notice I forgot a few ppl,0
"U guys going to amber's parents tomo, if so can i come along?",0
"Btw, i plugged the macbook in so it won't be dead by morning.",0
Train stopped across 186th,0
Anythubg.u got i got ten times worse joke sorry got my shit together tha y u cant pay bills and hace to ask everyone to borro,0
K,0
"I am sorry, but i have a migraine.",0
We're crazy busy can't come out but I'm right by the door behind the line if you see me on your way out lol,0
I got caught by a train on my way in. Thawed 129 and 139 before leaving home. May be alittle late getting in today,0
Hmm can't get in on adobe connect ,0
Incoming,0
I'm gooing to b like fifteen late,0
Ok thank you,0
Ur more than welcome to have dinner with us,0
Tell him I am so sorry about his mom passing.,0
Sweet! ,0
Be careful. Love you.,0
We r home now,0
I sure did,0
Thank you.,0
Also check foldersforo ther classes,0
Timmy left his chips and cocoa.,0
Well its 4am and I have been back at the hosp for 5 hrs now. Tom is back in icu. Bed 617.,0
Yeah ,0
You will be fine Meghanwould know what she was doing and I'm sure it will be for the best,0
What about Comcast?,0
Bus was here at 7:22 am today.,0
K,0
"Possibly, im hoping to leave around 12:30 or so and I'd get there around 1:15 ish (maybe)",0
Yea n he had jus had a baby 4 months ago too,0
I have returned ur husband to his truck.,0
Was there supposed to be something attached? This is Bob,0
"Sleeping, exhausted from trip",0
All done and ready for pickup!,0
That would be two full weekends,0
Oh my. That's so cool,0
R you there yet,0
Ok let me know so I can call mike,0
The stats program?,0
Thank you,0
He has never had my lasgna. He did not know it was going to be addictive.,0
I am :)),0
See u tnght,0
And ash left it in the kitchen we used it once and then it was gone,0
snort some lines and choo choo,0
Today is Robert Johnson's birthday.,0
Yeah,0
Bldg G,0
"You are welcome to join us, she lives across the street so it is great parking",0
Nada,0
Incoming,0
Hey cindy where can I find the sample use case Susiewent over in class 3 weeks ago?,0
Yep,0
U drive safe too.,0
I am not moving very quickly right now.,0
On my way home. Stopped for an ice tea at mcdonalds.,0
Yea that's great to hear.  Tell I love her and take it easy.,0
"Maybe, what?",0
"I'm sorry to bring you into this, but I am going to contact someone about her harassment.   You are such a bitch. Mom has nothing to do with my business",0
Just landed,0
How's class?,0
"Maybe, hit me up around 8",0
am I invited to this party?,0
U did not know that i could not use it if she sent it home with you. Sorry fir asking. I will never ask you anything again.,0
On my way over. See you soon.,0
Yes. It is. I am going to download the news version of vmfusion now. You will have to upgrade to full version it works in 30 days.,0
"No, that's what I thought I was waiting for.",0
Oh k,0
Ok,0
ya,0
Merry christmas.,0
Hey! What are you up to tonight?,0
stairs taking a shower.,0
Ok amber and I are on our way,0
R u on campus.  I'm here,0
maybe tonight give me a call ,0
Hey thanks for the google plus invite. Saw ambers thing on fb and then asked for an invite. Then thought to check my gmail and voila. You had already sent one.,0
"I didn't forget about you (C++ code). Pipe broke in the wall, house flooded, haven't had my Internet hooked up so I can't email it to you yet.",0
We are coming back. Ready to go downtown? Or are they sleepimg?,0
Nothing,0
see ya,0
"I should be home, just gotta do he",0
Thank you both for leaving the basement lights on. And it reeks in here like skunk,0
Lisa has a cold so not going out tonight ,0
K when is it ,0
like ivory junk?,0
What is the name of the book?,0
So do I have to go through all the font sizes and shrink them down to fit on a smaller page size or can I make it do that automatically?,0
I thought you did but I can't find it.,0
yeah he can handle his antifreeze,0
Having a friend of mine asking her friend. I will let you know when i hear from her.,0
You wanna meet Mike and I for beer at old chicagos around 10?,0
No.,0
At 5:30,0
hey I got this girl who's a total coke whore I might bring by,0
it gonna cost u,0
Lol nice,0
Not everyone drinks regular,0
Rachel Lee Dobbs commented on your status:,0
cindy I thought the guys put back both keys but they put one back left the other in the lab. So the lab key is locked in the lab. Just making sure you you know.,0
At work?,0
No prob,0
Surgery is on for April 23~the Dr has the flu.  lucy,0
I no that what make me unique,0
Molly Henderson commented on your status:,0
Timmy says thanks. We are out front.,0
Cool will try to make it,0
Still in bed,0
That will work,0
Sir ;),0
?,0
I'm running to meijers real quick,0
"Yes, check your path and reopen the file.",0
(2/2) nsurance 2day cuz imma have 2 go 2 tha dent soon my love,0
Incoming,0
Yes,0
We are on our way out,0
"Yes, be right there. I have to pick up surge protectors from that room.",0
i will b there. Jack too.,0
"Ok, i will place it on monday.",0
Wanted to wish you all a great day.,0
In a traing session until 3:30,0
Have either of u tried contacting each other?,0
The cook county jail. I am lost?,0
Hey you awake?,0
Good. timmy is worried about her and wanted to call.,0
May God bless you and your family on this day especially and every day to come.,0
Through michelle. She sent me a friend request and i accepted.,0
*at least another half hour,0
Ok,0
Jim has a friend over so they're on XBox and I'm hoping they go out and enjoy the weather. Maybe steal some street signs or something; break into the sch,0
We are almost ay your house,0
Not a problem. I just cannot always handle things as quickly as others may want them handled or i am busy with stuff that cannot be interrupted. No harm. I know mom gets upset with Michael and thinks i protect him. I just pick my Smith. Sometimes it is perception. I have to make those calls as they arise. I am not mad at you. Still love you. Stop tearing up. Been really busy thats all.,0
Can I skip work tomorrow?,0
Not gonna make it. Went to Jack and Jane's and we are just gonna chill Herr,0
Do u have six dollars I can borrow till I get my tips mike?,0
Yes room318,0
Version 8.5.1 and I think I will spend sometime spreading it lol last thing I want is a day and a half gone,0
Home,0
About 9pm,0
"No one is perfect', not evenme, almost. Good looking! Thats were you get your looks.~i lokk 41 ~' @_:5",0
But I know where chicago is lol,0
Hope you are feeling better. Stay off that leg. See you soon.,0
Call me.  My website is dead in the water,0
Toms mom passed away this morning. He just posted something on fb.,0
"I replied and lost the meeting notice. Time, place,?",0
Im calling you now,0
(RE:)That would b tite if md n him wemt 4 pics,0
Incoming,0
no. Thanks so much for your confidence in me. Maybe next time grandma shouldn't give my kids things you intend to use,0
What's up? Was in church when u called,0
I need some shrooms,0
I think it might work,0
Your macbook and netbook are both on your desk.,0
Which one?,0
Just checking in on you! How are you? How is your mom?,0
Hope your a live see i care i might be dead some one else could be texing four my courpse,0
Can't till late,0
Ill give you 70$,0
sure u just moochin weed,0
So sad :(,0
I see,0
k but this chiva be black tar he experienced?,0
I don't think we have any. Text adam.,0
"I have school for a little while, but i think i will skip it since i really have not done any work on my directed project refently.",0
Lol,0
Ok..we are making smores now but then probably going to head to mateys in cedar point,0
amber wants me to text everyone to be here by noon so we can leave shortly after that,0
"Oh, i thought you were. Ok. Never mind.",0
I understand. When you coming up to my new crib to visit?,0
Sending a hug for Amanda.  Hang in there!,0
Great. I am in wisconsin,0
Happy Easter,0
Ok Maybe I can finish the other computer,0
"Bob, I am so sorry. I will address it with Mike tomorrow.",0
Hey did u find out about tmrrw,0
How bad is server?,0
Ok,0
Ooooooooh I'm sure she's ok :-),0
See if you can remote into nas and see the shares? Let me know,0
"Great.  My cold is worse.  At home, but I can test if needed.",0
K,0
Didn't know if u were coming back to work so i decided to text. Reports due in the am!,0
Yes we went south we are at exit 120 doing about 70,0
"Okay I will do that now. If you have some time later to take a look at it, please let me know. Thanks ",0
Hey! Are you doin the 4th this year?,0
They can stay fri/sat,0
On my way,0
Incoming,0
Grant Smith is installing software now if all goes well should be.done soon. Trying to discover up number and getting mapped drive.,0
Don't think I will be able to take as much time off as I want to in May.,0
"salvia is like weed, but makes you trip more than chill",0
I got that,0
"Sorry for all the questions, what time are u arriving on Saturday (ballpark)?",0
"The identity field must be unique, but you can use label instead",0
What is your address?,0
"the lounge event tonight, drew estate",0
Go to item properties and select label,0
Are they still havng the party ,0
Did Tom get moved to another room?,0
the lounge cigar event tonight,0
When did you upload it?,0
Where are you?,0
Yeah that should work,0
Do u have six dollars I can borrow till I get my tips mike?,0
Thank you sister. I love you.,0
Looks like I cannot go tonight. They r running more tests on mom today. I will write you when I know we can get together. What nights do u have classes? May b a,0
Ok I am off then,0
store has those short cones they use at practice in the discount area for $2.50,0
"Yes, ICU 617.",0
MRI shows no bleed or tumor but shadow at base of skull. Waiting for results of bone scan. Morphine making her loopy.,0
Ill b back in a lil bit. Ily,0
Sorry just seen your text went to Zumba.I really dont know what there going to name her.I think there still deciding.,0
He agrees with you.,0
 best for you in the coming weeks?,0
"I understand that entirely. I also don't lol. Maybe we can chill here instead, and I'll make some wings. I have some 3 brothers beer already",0
"cindy where is the disk with the files?  Jeff will work with adam at lab before noon today, according to Julie",0
K,0
On our way. We need to stop at store too.,0
The young lady never replied to Sara yesterday. She said she would call her today. I hope to hear from her soon.,0
By four maybe. That way i can feed them first.,0
Hey r u taking mom to the eye doc tomorrow. If needed I get off at 9 am,0
Around 815 or so,0
No. I am so sorry.  I am in wheaton attending  church.  Will call  u  when I get out.,0
1/4 of my mouth is done. It should be cheaper. Lol,0
Did ch,0
"Mini computer not working, not connecting to Internet",0
Ahhh. My phone died. But I'm in the office...situation changed.,0
We are on 75 just so you know,0
Ill b in at 10,0
in chicago friend will do in morning,0
Go with early. I have things to do as well.,0
Ugh. Never hit acid with pranksters. BAAAD trip.,0
When tim is done working on ur roommates car we r coming over together,0
Love your wife,0
Same to you love,0
"Be another half hour, stuck in traffic and circle will likely be bad also",0
NP,0
I am doing absolutely nothing at all lol,0
"Ok, might be a little early if that's ok",0
I have larry's time card for you to sign in Cindy's office.,0
Have him log off and log back on,0
I mean I guess if I can get it great if not no big deal I wasnt sure if they let u in the store if its for the 6am sale,0
Mike Smith and jacks. halsted and fullerton. Attorney you should call. Just got popped with possession of MJ,0
gonna try some robo,0
Hello congrat. On your master n computer science have a  great day love u much,0
I am so sick of hearing that. Muzzle her.,0
Incoming,0
"Ok thanks. A cousin of mine has a friend named John Doe who died yesterday,Chicago police investigating it as a homicide. She has been trying to find put what happened. Thanks for letting me know.",0
"Just seen your email. Just had to laugh, James use equipment:-D",0
"Jenny and i are going to Mel's Place tonight, it's an awesome thai place by the mall, they're having a jazz night. If u and amber are free your we",0
"Fyi,",0
K. Sorrry,0
u interested?,0
"Cool, bob's house gets out round 9.",0
"I've given u his email before, on march 3rd to be exact",0
t? Need to know in order to work out work schedule,0
Can't get back in class,0
Stacy Nickles commented on your status:,0
"I know in 45th in chicago, be more specific",0
I got some of that fine dro or the regular skunk,0
Happy Birthday too you....TR  aka ,0
North of the horses now.,0
Stage 4 breast cancer. His dad is not doing good either. His heart.,0
Is this the correct spelling for darlae?,0
I love u 2 gorgeous miss n kiss u,0
Baby callpls ive been cleanbye will do :),0
Hey girlie i miss u so much only a lil longer than im off.,0
What'd you order ,0
Outgoing,0
"Yup, we should go there sometime",0
I just hope he gets me off!,0
funeral coming soon,0
Hey! So how you lookin today?,0
"Hey cindy, made it back home.. have a good week",0
Yes. Mabel said nothing will happen today because of computer science day going on.,0
Guy is installing cable but I will wait for you to do ends,0
I was nice.  We need to do that more often.  I will try to post pictures of Mexico on my facebook page.,0
Mine,0
Hey are you guys going to juan's service tomorrow? If so do you know what time the service is?,0
Leaving now,0
LOL.,0
It is way north,0
Games still on.,0
"Yup, but I forgot your child's name and gender lol",0
No prov,0
thx for the tecate,0
Time to turn on the deck lights! ;),0
Anythubg.u got i got ten times worse joke sorry got my shit together tha y u cant pay bills and hace to ask everyone to borro,0
Taking cover down there? Lol,0
Yeah we hit the mother load of smack,0
Gram is not feeling well. Please help her out this morning with Timmy.,0
Hold on,0
We are by the elephant ears,0
No good,0
Sweet its headed your way. I let you know when to expect it.,0
Folder called working code with cancatination.,0
Why does he have a comb over?!?!?!,0
Bob got three stitches by his eye today as well.,0
"Hmm sounds interesting, Jenny just got into Chicago this morning (took the bus back from kansas city overnight) I was planning on going up to the beach a",0
"I heard that skag mighta been laced with something, like maybe PCP",0
"Ok, we're leaving our apartment now, we'll call you in 15 or 20 minutes",0
Go to word options under home button in word,0
"Omg!  Let's hope she's at a satellite campus, not the main one in chicago.",0
How'd u vpn,0
Hello did u get it?,0
Lol,0
Whatever. Your financial problems are not mine to be concerned with. Your HMO Deductible is only 20 bucks. You said so.,0
Well I boght tickets for september 18th vs detroit.,0
"Coo, ever heard of salvia?",0
Incoming,0
Not really. Having hard time with her. We almost lost her tonight. Now she is fighting me. Rough night I can foresee,0
"Hey man, might just be me u and amber tonight lol",0
Hey bonfire tonight 7:30pm,0
We just finished up. Are you free?,0
Ur gonna have to drive out there...we need a dedicated logmein server..,0
"adam and I both have stuff to do in IL today, would you like the kids or would you like us to stop by for a few and leave?",0
"Let me check, get back to u in a few. I need to catch up on email, I know I got one from u yesterday",0
Wish your mom a Happy Mother's Day for me.,0
Yes,0
"yeah that horse be too strong to ride, don't mess with junk",0
You want me to bring anything tonight?,0
You know where to find me.  Xoxo,0
"oh, I think that was a text Mike from the guitar group. Something about his cell.",0
Good to hear! You can now breath a sigh of relief lol,0
Sounds good,0
Thanks for sharing it. That was nice of you.,0
We r going to lunch earlier so I'm gonna have to get a rain check ,0
Have appt will be free after 1:00,0
"Well, apparently we are being asked to chip in and cover gas on our own. So I will help cover the cost",0
person@email.com,0
"Sabian AA hats, Zildjian K hand-hammered ride",0
K,0
"Thank you,christ is with us. DAd",0
"Sorry, we aren't going, Jenni's family isn't coming..  And sorry I slept through your texts I was up until 3:30 working on my car.",0
Thank you. I wish you and your family a Happy Thanksgiving too.,0
Feeling better. HOw are you doing?k.i.s.s.,0
When are u guys planning on going on that chicago beer tasting?,0
She wants to wear it home,0
Hey man you got that dro?,0
Yay!,0
Incoming,0
K. Thx,0
Sup,0
Kewl,0
Incoming,0
okay,0
"Awesome thanks, we'll see how grading and final homework goes lol",0
"Ok kewl, let us know when",0
No she knows that trick (or she's at least seen me do it),0
Okay. I'll be up here.,0
Cool,0
Sorry got called back to work so gotta get it from my office ,0
(2/2)are trying to find something for jack.,0
Do I get to charge him?,0
Use strong password,0
Can I get into the  labs at 4?,0
Knock em out dude.,0
Doing well,0
Leaving now. You at work?,0
Will call u in a few,0
"yeah LSD is no good, one bad trip can mess you up for life",0
Hmmm it will not allow me to I right click on the event hit copy and right click else where on the timeline and hit paste it just rehighlights the event ,0
Sure.,0
Hey bob its me mike the party is tnght at six right,0
Hey sir we are at old Chicago if u want to come out,0
"Get off at 1130, what you need me to do?",0
I will be there soon if you need me.,0
I hope to. If not tomorrow thursday,0
Need€ reefer,0
On my way,0
"He will not let you go and if he does, i won't like him for breaking your heart.",0
"im ok. super busy with stuff. things are good with mike. i heard you got your masters, congrats. how are things with you? how's mom?",0
We are down by Susie...where do you wanna meet???,0
Melinda Vaughan commented on your status:,0
No not tonight,0
On our way up,0
Not a problem,0
Perfect that's exactly what I was hoping for. Thanks a lot! I might come tonight but right now I'm thinking of going home and getting a beer and a joint...,0
Square,0
"Headed home now .. be there in a sec, sorry ",0
Did you see his reply on Sara's post?,0
No? What time would u get there?,0
Okay I'm get in a showe my head is pounding,0
Are you still taking mom to her eye apt today? I can do it if you want.,0
Illinois run lol,0
Can't. Got the Kid. Goin to get pizza. Thanks for thinking of me...the day before the world ends! Ha!,0
"Tom is in Allentown, PA",0
I see u,0
Oh that is so mean wish I was there,0
"I think so, yes",0
Remind her about sleep substitutes such as Red Bull and coke :P,0
You get a chance call me. I found trust. We need to copy and get copys to timew. timmy. You and wife. Blank copys for your selfs.save a lot of money.,0
Congrats again. I can now text,0
"I'll shoot u an email, no need to return call, nothing urgent",0
"No , we just got the operating system reinstalled. Starting the install now. Have to apply all the microsoft patches as well.",0
"Hey Bob. I just want to confirm that Mon, Sept 19 at 9am is a lock for the software demo. There will be 4 of us for sure and our Sup and possibly Director",0
I miss u so mmuch,0
"I am at dinner right now. I din't see why it would be an issue, unless I am still in the dog house.",0
Open labs will be held in bldg A beginning tomorrow and thursday until then end of Maymester classes. June 8 ends that semester.,0
oic,0
Lol ok,0
Ok i lost the invitation,0
who said I was coming by,0
(RE:)Im dead serious no bs homes,0
Question for ya where on word can you see what grade level you are typing at?,0
Later,0
"Ok, got some grass?",0
Ok. We went to apple orchard. They had dog bones. I will send picture of package.,0
I would assume so. Or keep trying to get into system,0
Wanna go?,0
Lol no prob,0
:-( Eish....ok thanks,0
"No, i was going to speak with you first.",0
"Thank you & Amanda for the card and the beautiful note inside.  Hope you are doing ok.  Love, lucy",0
Yeah!  How was your trip?,0
Im remminding you,0
You goin to jennys thing tonight?,0
"K good. Scheduling isn't my thing usually. Even tho we have a shared calendar, she likes to keep important stuff in her head and not on the calendar for some reason lol",0
Oh no!!!!!!,0
Sara is picking up timmy right now.,0
"Hey what about coming over to my place and drinking beer there? It's free.... And, we have weed",0
Outgoing,0
Good luck with garage sale. You could sell me?,0
Bandwidth speed test online,0
How long is the wait to be seated?,0
as someone to.talk to lol,0
The kids are dressed and ready,0
"Yes, you may. Reflect it on your time sheet.",0
"no, bath salts are different from salvia",0
Look on to patio and smile,0
Mom says ok.,0
How is the soccer game going?,0
Thank you. Things are moving along nicely. I am waiting on tech support to take care of the printer for me. Then we will be ready to test remote login and printing.,0
Ross still calls private polica said i cant file charges e for her trying to sell heroin to me till she does something to me t   he,0
Ok. How are you?,0
"I only found a small amt left, rest is in her belly.",0
I just left work. I'll be there by midnight.,0
See u there ,0
"If you have any next weekend, let me know. My youngest isn't super sociable and I like to be here with him.",0
2nd period started.,0
Lol why diet?,0
K,0
Are you guys going to be home at all today?,0
Mom having bad day. Had to kick out all visitors. Jack is having problems with sugar due to stress. I am fine. Just not eating and know o should. Also need res,0
I did it.,0
"Once I find out, I will go purchase it.",1
"Lol, is amber going?",1
There is a form for iters,1
Thanks. Ill b there.,1
Are you going to steves?,1
So just meeting later or is she having class also?,1
I'm taking a short nap before the meeting at 4,1
1500,1
"Shouldn't be a password, but here are some options: [passwords]",1
"Yeah, cigars?",1
What is the cost center number for lab supplies? Is it 3607?,1
"Lol ok well I'll plan on comin down there then, what is your.work plan for next Friday?",1
I understand thank you i love you,1
Yes.  Please,1
Just checking in on you; how are you holding up?  Love you .  lucy,1
Will u be back to ur office soon?,1
She is better. Still not sire why her blood pressure shot up so high. We see the doctor on Monday.,1
Sara Smith commented on your Wall post:,1
Yes,1
Will u be at school before the exam at all?,1
That is NOT FAIR. LOL,1
my crib,1
I dont know. U ask as if i am the person hiding it.,1
She cracks me up!!!,1
Do u see it?,1
Jacks going to call,1
Incoming,1
Dunno I'd have to ask amber,1
"Hey cindy, I was wondering if you are still on campus?",1
"He loves you too much. If he had a twin, maybe the twin, but i would not take your man. Lol",1
Ok I have to get back to work.talk to you later,1
What.,1
"Thx Bob, sorry about the mixup.",1
joke and ur gonna talk shit bout me and bobby being heroin junkies lmao i got scripts and get dropped weekly wonder ur piss clean,1
No thats not what I mean,1
Breakfast of champs lol,1
OK sweet,1
Incoming,1
Roses are red violets are blue po is brown somtimes love too.from poet k.i.s.s. Wow!,1
Theyr pretty torn up,1
This is Jill by the way,1
I know. Just kidding.,1
Funny,1
730 and 830 tonight who's in who's out ,1
But check to make sure u get what u pay for becuz they are notorious for not giving u what they say they will,1
"Hey, wanted you to know that 130.00$ was deposited in my bank account yesterday. Take that into consideration with your debits from that account please.",1
Yes. When,1
Changed my Mac address too lol,1
jim's got it,1
Wanna come over around 9pm?,1
It will be a distraction,1
Toms mom passed away today.,1
lol,1
Do you guys have to be there while they're finishing up?,1
"Not really any good ones, you don't have any?",1
Anything to help out.,1
On my way,1
Lol nice! Is it at yours or.your moms?,1
"amber no, but I am prob down for sumthin in a lil bit",1
Realized that after I sent it,1
Arg,1
Is the problem on my Macbook? PS I'm ready to light up,1
jim approved your maymester hours of 1 to 4 pm. Please have all students sign the sign-in sheet and put down the course number. I have to report to him weekly the number os students for which courses.,1
Check on mom today. She is not feeling well. Blaming the meds.,1
Out of town,1
Cuz it sucks,1
feeling sim patico?,1
"Hi cindy, this is Rachel I'm on my way running late.",1
Where at,1
hey I got some shrooms,1
They are starting to stir,1
Do i need to call you,1
w if you wish or tonight if you arent too tired to keep them and want to do that.,1
Happy Thanksgiving,1
We r done,1
I got in.,1
Finally found the vikesÄ bathroom sink,1
I got tied up sorry. I am leaving soon. Is it ok to stop by?  training is now available free online ,1
Hw,1
"FYI just talked to mom, Sara and Michael let that dog out back, left the door open and then went out the front door and left that unlocked too.  Mom was up",1
Cool,1
Here*,1
"When you feel sad, think of a special time you can recall spending with grandma. She will kiss your memories each time you think of her.",1
I have four cashdash ready for bank to noterise.i found a bag to sell and need help to get organized. Enough for all of us.,1
Tom is in ICU 617 coughed up blood again and coded.,1
Many areas without power. Stop lights out. Be careful. You may not have power. I hope you do.,1
Lol yup,1
"Cannot b tomorrow, maybe Wednesday or Friday.  Friday would probably b best cause mom should b better by then",1
"Just stupid annoyances, bc nothing will install or uninstall right now so I'm pretty much at a stand still. I was hoping to revert back to the .net frame",1
OK I will get her when we get home... starting now,1
Alright are u going to be here tomorrow?,1
No going to a party,1
Can't do it,1
Not sure right now,1
"But I would ask joe since he did it, I am giving generic advice ",1
 got a minute give me a call,1
Rachel van Norman on your wall:,1
s for kids.,1
I could bring it to work if u want to pick it up there,1
Maybe burgers and dogs,1
Ok,1
hey u getting over that patico?,1
Just got google tv,1
Did you make it home safely?,1
Hey Happy 60th Birthday. JK you are now minus 10 right. So that means you are 50,1
I'll be home in about 30 minutes,1
Where u at?,1
that's total bullshit,1
He worked with a guy names Mitchell,1
haha im totally amped right now,1
"Thank yotu or you both. I have walk thre w hell. I need advice. I have powerful mind threw christ.i will work a mircle with your help.i am making lifbe heavin, ",1
This only has 2011,1
Ur done go share stds with tim and Jessica so ur step dad can rap u again keep it all in the family dont wory wont bother ur ,1
hey I got some shrooms,1
Parking lot,1
U awake?,1
Can i speak with you sometime today regarding my directed project,1
Me too.,1
